,text_id,term_id,text,term,polarity,polarity_pred,token_weights
394,150,394,"Bins of fresh bagels rest behind the counter, and there are always a few customers sitting at one of the few tables inside or on one of two wooden benches out front.",counter,neutral,neutral,"of : -0.6721133239838706, fresh : -0.4908699710028973, bagels : -0.16759809310904322, rest : 0.1173479934820155, behind : 0.2265138871051257, the : 0.1599567509788442, counter : 0.4553894052221263, and : -1.4714550858778395, there : -0.6327836073639417, are : 0.016287442706454363, always : -0.36876519222790155, few : 0.10086171155124833, customers : 0.509772103402403, sitting : 0.2487843417991269, at : 0.38667932060354876, one : 0.23332637109315876, of : -0.6721133239838706, the : 0.1599567509788442, few : 0.10086171155124833, tables : 0.23007761462199655, inside : 0.18188793601912231, or : -0.4131856295682637, on : -0.13037870958757733, one : 0.23332637109315876, of : -0.6721133239838706, two : -0.104722483668734, wooden : -0.18813882003760485, benches : 0.029807379980641577, out : 0.3215012191840598, front : 0.121533411256838"
395,151,395,"There is nothing else on the menu except for exotic teas and cold beverages, but with a meal this cheap and delightful, who would care?",menu,neutral,neutral,"there : -0.6327836073639417, is : 0.7334324566786014, nothing : 1.4554397360766438, else : 0.06334564515277956, on : -0.13037870958757733, the : 0.1599567509788442, menu : -0.8412156567032758, except : 0.5976425106620944, for : -0.3734769200685542, exotic : -0.18107597003946382, teas : -0.04251646290750058, and : -1.4714550858778395, cold : 1.6829375518821554, beverages : 0.08297566966259834, but : 2.041756649529249, with : -1.066377583521574, meal : 0.4892785749222883, this : 0.3789860937031017, cheap : 0.015577592302365776, and : -1.4714550858778395, delightful : -0.018777913011107594, who : 0.15378982172690742, would : 0.001138306716972844, care : -0.5168681424612546"
396,151,396,"There is nothing else on the menu except for exotic teas and cold beverages, but with a meal this cheap and delightful, who would care?",exotic teas,neutral,positive,"there : -0.6327836073639417, is : 0.7334324566786014, nothing : 1.4554397360766438, else : 0.06334564515277956, on : -0.13037870958757733, the : 0.1599567509788442, menu : -0.8412156567032758, except : 0.5976425106620944, for : -0.3734769200685542, exotic : -0.18107597003946382, teas : -0.04251646290750058, and : -1.4714550858778395, cold : 1.6829375518821554, beverages : 0.08297566966259834, but : 2.041756649529249, with : -1.066377583521574, meal : 0.4892785749222883, this : 0.3789860937031017, cheap : 0.015577592302365776, and : -1.4714550858778395, delightful : -0.018777913011107594, who : 0.15378982172690742, would : 0.001138306716972844, care : -0.5168681424612546"
397,151,397,"There is nothing else on the menu except for exotic teas and cold beverages, but with a meal this cheap and delightful, who would care?",beverages,negative,negative,"there : -0.6327836073639417, is : 0.7334324566786014, nothing : 1.4554397360766438, else : 0.06334564515277956, on : -0.13037870958757733, the : 0.1599567509788442, menu : -0.8412156567032758, except : 0.5976425106620944, for : -0.3734769200685542, exotic : -0.18107597003946382, teas : -0.04251646290750058, and : -1.4714550858778395, cold : 1.6829375518821554, beverages : 0.08297566966259834, but : 2.041756649529249, with : -1.066377583521574, meal : 0.4892785749222883, this : 0.3789860937031017, cheap : 0.015577592302365776, and : -1.4714550858778395, delightful : -0.018777913011107594, who : 0.15378982172690742, would : 0.001138306716972844, care : -0.5168681424612546"
398,151,398,"There is nothing else on the menu except for exotic teas and cold beverages, but with a meal this cheap and delightful, who would care?",meal,positive,positive,"there : -0.6327836073639417, is : 0.7334324566786014, nothing : 1.4554397360766438, else : 0.06334564515277956, on : -0.13037870958757733, the : 0.1599567509788442, menu : -0.8412156567032758, except : 0.5976425106620944, for : -0.3734769200685542, exotic : -0.18107597003946382, teas : -0.04251646290750058, and : -1.4714550858778395, cold : 1.6829375518821554, beverages : 0.08297566966259834, but : 2.041756649529249, with : -1.066377583521574, meal : 0.4892785749222883, this : 0.3789860937031017, cheap : 0.015577592302365776, and : -1.4714550858778395, delightful : -0.018777913011107594, who : 0.15378982172690742, would : 0.001138306716972844, care : -0.5168681424612546"
399,152,399,THe bartendars were right on top of getting us our wine and setting up free blue cheese dip and chips for us.,wine,neutral,neutral,"the : 0.1599567509788442, bartendars : -0.09456977293052767, were : 1.1689934909553437, right : -1.3617604168109558, on : -0.13037870958757733, top : -0.4568855410715931, of : -0.6721133239838706, getting : -0.08647558929838593, us : -0.07882380616122509, our : 0.05402355815250684, wine : 0.5541521595474224, and : -1.4714550858778395, setting : 0.09349038545780505, up : 0.3657616299706305, free : -0.9125441598071947, blue : -0.5642212340035605, cheese : -0.1754919695016529, dip : -0.34382581386673394, and : -1.4714550858778395, chips : 0.655262153563809, for : -0.3734769200685542, us : -0.07882380616122509"
400,152,400,THe bartendars were right on top of getting us our wine and setting up free blue cheese dip and chips for us.,bartendars,positive,positive,"the : 0.1599567509788442, bartendars : -0.09456977293052767, were : 1.1689934909553437, right : -1.3617604168109558, on : -0.13037870958757733, top : -0.4568855410715931, of : -0.6721133239838706, getting : -0.08647558929838593, us : -0.07882380616122509, our : 0.05402355815250684, wine : 0.5541521595474224, and : -1.4714550858778395, setting : 0.09349038545780505, up : 0.3657616299706305, free : -0.9125441598071947, blue : -0.5642212340035605, cheese : -0.1754919695016529, dip : -0.34382581386673394, and : -1.4714550858778395, chips : 0.655262153563809, for : -0.3734769200685542, us : -0.07882380616122509"
401,153,401,"Includes a diverse array of entrees ranging from Boar (prepared in your choice of either the French or Asian tradition), Mussels, or Pad Thai that grace the menu all at once, each one prepared in a distinctly different and delicate sauce.",entrees,positive,neutral,"includes : -0.2989745331176143, diverse : 0.40768028163179626, array : -0.38030304181317304, of : -0.6721133239838706, entrees : -0.013149620893572222, ranging : -0.383253743029154, from : -0.5657247889759164, prepared : 0.23843146038036225, in : 0.17410305733559264, your : -0.5968627980424539, choice : 0.05216832236248405, of : -0.6721133239838706, either : -0.28206987681394496, the : 0.1599567509788442, french : -0.7795770951632398, or : -0.4131856295682637, asian : -0.6027036303391051, mussels : -0.11810537816890615, or : -0.4131856295682637, pad : -0.3398199741783377, thai : -0.15111794224614647, that : 0.09505491397152648, grace : 0.09389205753001248, the : 0.1599567509788442, menu : -0.8412156567032758, all : -0.6792124231776974, at : 0.38667932060354876, once : 0.41336876434952563, each : -0.42351064656444365, one : 0.23332637109315876, prepared : 0.23843146038036225, in : 0.17410305733559264, different : -0.24374065039294404, and : -1.4714550858778395, delicate : 0.41481705087644016, sauce : 0.093990918074225"
402,153,402,"Includes a diverse array of entrees ranging from Boar (prepared in your choice of either the French or Asian tradition), Mussels, or Pad Thai that grace the menu all at once, each one prepared in a distinctly different and delicate sauce.",Mussels,neutral,neutral,"includes : -0.2989745331176143, diverse : 0.40768028163179626, array : -0.38030304181317304, of : -0.6721133239838706, entrees : -0.013149620893572222, ranging : -0.383253743029154, from : -0.5657247889759164, prepared : 0.23843146038036225, in : 0.17410305733559264, your : -0.5968627980424539, choice : 0.05216832236248405, of : -0.6721133239838706, either : -0.28206987681394496, the : 0.1599567509788442, french : -0.7795770951632398, or : -0.4131856295682637, asian : -0.6027036303391051, mussels : -0.11810537816890615, or : -0.4131856295682637, pad : -0.3398199741783377, thai : -0.15111794224614647, that : 0.09505491397152648, grace : 0.09389205753001248, the : 0.1599567509788442, menu : -0.8412156567032758, all : -0.6792124231776974, at : 0.38667932060354876, once : 0.41336876434952563, each : -0.42351064656444365, one : 0.23332637109315876, prepared : 0.23843146038036225, in : 0.17410305733559264, different : -0.24374065039294404, and : -1.4714550858778395, delicate : 0.41481705087644016, sauce : 0.093990918074225"
403,153,403,"Includes a diverse array of entrees ranging from Boar (prepared in your choice of either the French or Asian tradition), Mussels, or Pad Thai that grace the menu all at once, each one prepared in a distinctly different and delicate sauce.",menu,neutral,neutral,"includes : -0.2989745331176143, diverse : 0.40768028163179626, array : -0.38030304181317304, of : -0.6721133239838706, entrees : -0.013149620893572222, ranging : -0.383253743029154, from : -0.5657247889759164, prepared : 0.23843146038036225, in : 0.17410305733559264, your : -0.5968627980424539, choice : 0.05216832236248405, of : -0.6721133239838706, either : -0.28206987681394496, the : 0.1599567509788442, french : -0.7795770951632398, or : -0.4131856295682637, asian : -0.6027036303391051, mussels : -0.11810537816890615, or : -0.4131856295682637, pad : -0.3398199741783377, thai : -0.15111794224614647, that : 0.09505491397152648, grace : 0.09389205753001248, the : 0.1599567509788442, menu : -0.8412156567032758, all : -0.6792124231776974, at : 0.38667932060354876, once : 0.41336876434952563, each : -0.42351064656444365, one : 0.23332637109315876, prepared : 0.23843146038036225, in : 0.17410305733559264, different : -0.24374065039294404, and : -1.4714550858778395, delicate : 0.41481705087644016, sauce : 0.093990918074225"
404,154,404,"After all that, the waiter tried to backpedal saying its too hard to time the cooking of miso soup with the sushi bar offerings.",waiter,negative,negative,"after : 0.13354266707787985, all : -0.6792124231776974, that : 0.09505491397152648, the : 0.1599567509788442, waiter : -0.8701139115254307, tried : 0.6838707144708989, to : 0.06489666268372277, saying : 0.06325341584717636, its : 0.06366745144905642, too : 0.4799900536067581, hard : 0.5939811433851936, to : 0.06489666268372277, time : -0.10786788689349683, the : 0.1599567509788442, cooking : 0.25744832470746515, of : -0.6721133239838706, miso : 0.12417812756411846, soup : -0.30647448888258516, with : -1.066377583521574, the : 0.1599567509788442, sushi : 0.03777015939758429, bar : -0.797789668046145, offerings : -0.11672521218838865"
405,154,405,"After all that, the waiter tried to backpedal saying its too hard to time the cooking of miso soup with the sushi bar offerings.",cooking of miso soup,neutral,neutral,"after : 0.13354266707787985, all : -0.6792124231776974, that : 0.09505491397152648, the : 0.1599567509788442, waiter : -0.8701139115254307, tried : 0.6838707144708989, to : 0.06489666268372277, saying : 0.06325341584717636, its : 0.06366745144905642, too : 0.4799900536067581, hard : 0.5939811433851936, to : 0.06489666268372277, time : -0.10786788689349683, the : 0.1599567509788442, cooking : 0.25744832470746515, of : -0.6721133239838706, miso : 0.12417812756411846, soup : -0.30647448888258516, with : -1.066377583521574, the : 0.1599567509788442, sushi : 0.03777015939758429, bar : -0.797789668046145, offerings : -0.11672521218838865"
406,155,406,"Anyway, I went down on a Wednesday night to see if they had a long wait and the hostess said they had a table to accomodate my party.",wait,negative,neutral,"anyway : 0.3461569934229582, went : -0.05699534443181463, down : 0.374149510220527, on : -0.13037870958757733, wednesday : -0.20751018417671113, night : -0.010050715482531029, to : 0.06489666268372277, see : -0.13556512061572393, if : -0.3074812693504518, they : 0.25283930947630323, had : 0.18830730092669362, long : 0.9767165220084835, wait : -0.6531231529058147, and : -1.4714550858778395, the : 0.1599567509788442, hostess : -0.6600931824399111, said : 0.1735032663876342, they : 0.25283930947630323, had : 0.18830730092669362, table : -0.0694763892292324, to : 0.06489666268372277, accomodate : 0.06099579408780749, my : -0.0024860046636431283, party : 0.3740429962934769"
407,155,407,"Anyway, I went down on a Wednesday night to see if they had a long wait and the hostess said they had a table to accomodate my party.",table,neutral,neutral,"anyway : 0.3461569934229582, went : -0.05699534443181463, down : 0.374149510220527, on : -0.13037870958757733, wednesday : -0.20751018417671113, night : -0.010050715482531029, to : 0.06489666268372277, see : -0.13556512061572393, if : -0.3074812693504518, they : 0.25283930947630323, had : 0.18830730092669362, long : 0.9767165220084835, wait : -0.6531231529058147, and : -1.4714550858778395, the : 0.1599567509788442, hostess : -0.6600931824399111, said : 0.1735032663876342, they : 0.25283930947630323, had : 0.18830730092669362, table : -0.0694763892292324, to : 0.06489666268372277, accomodate : 0.06099579408780749, my : -0.0024860046636431283, party : 0.3740429962934769"
408,156,408,"The Food The classic Italian menu gets off to a good start with Queen's famous bread basket, which is loaded with a slew of crunchy, yeasty homemade varieties.",Food,neutral,positive,"the : 0.1599567509788442, food : 0.7708413724540557, the : 0.1599567509788442, classic : -0.34664682790463874, italian : -0.4103249483912109, menu : -0.8412156567032758, gets : 0.6328137566332478, off : -0.25571862530760775, to : 0.06489666268372277, good : -0.9579341139312253, start : -0.0706119662565604, with : -1.066377583521574, famous : -0.470307666740666, bread : 0.22333209559937187, basket : -0.34449321425414453, which : -0.32382624440112534, is : 0.7334324566786014, loaded : -0.08541229429067021, with : -1.066377583521574, of : -0.6721133239838706, crunchy : -0.10774807339522377, homemade : -0.298551712728946, varieties : -0.09066840509130376"
409,156,409,"The Food The classic Italian menu gets off to a good start with Queen's famous bread basket, which is loaded with a slew of crunchy, yeasty homemade varieties.",Italian menu,positive,positive,"the : 0.1599567509788442, food : 0.7708413724540557, the : 0.1599567509788442, classic : -0.34664682790463874, italian : -0.4103249483912109, menu : -0.8412156567032758, gets : 0.6328137566332478, off : -0.25571862530760775, to : 0.06489666268372277, good : -0.9579341139312253, start : -0.0706119662565604, with : -1.066377583521574, famous : -0.470307666740666, bread : 0.22333209559937187, basket : -0.34449321425414453, which : -0.32382624440112534, is : 0.7334324566786014, loaded : -0.08541229429067021, with : -1.066377583521574, of : -0.6721133239838706, crunchy : -0.10774807339522377, homemade : -0.298551712728946, varieties : -0.09066840509130376"
410,156,410,"The Food The classic Italian menu gets off to a good start with Queen's famous bread basket, which is loaded with a slew of crunchy, yeasty homemade varieties.",bread,positive,positive,"the : 0.1599567509788442, food : 0.7708413724540557, the : 0.1599567509788442, classic : -0.34664682790463874, italian : -0.4103249483912109, menu : -0.8412156567032758, gets : 0.6328137566332478, off : -0.25571862530760775, to : 0.06489666268372277, good : -0.9579341139312253, start : -0.0706119662565604, with : -1.066377583521574, famous : -0.470307666740666, bread : 0.22333209559937187, basket : -0.34449321425414453, which : -0.32382624440112534, is : 0.7334324566786014, loaded : -0.08541229429067021, with : -1.066377583521574, of : -0.6721133239838706, crunchy : -0.10774807339522377, homemade : -0.298551712728946, varieties : -0.09066840509130376"
411,156,411,"The Food The classic Italian menu gets off to a good start with Queen's famous bread basket, which is loaded with a slew of crunchy, yeasty homemade varieties.",varieties,positive,positive,"the : 0.1599567509788442, food : 0.7708413724540557, the : 0.1599567509788442, classic : -0.34664682790463874, italian : -0.4103249483912109, menu : -0.8412156567032758, gets : 0.6328137566332478, off : -0.25571862530760775, to : 0.06489666268372277, good : -0.9579341139312253, start : -0.0706119662565604, with : -1.066377583521574, famous : -0.470307666740666, bread : 0.22333209559937187, basket : -0.34449321425414453, which : -0.32382624440112534, is : 0.7334324566786014, loaded : -0.08541229429067021, with : -1.066377583521574, of : -0.6721133239838706, crunchy : -0.10774807339522377, homemade : -0.298551712728946, varieties : -0.09066840509130376"
412,157,412,"For the main course, try out the Beef Negimaki.",main course,neutral,neutral,"for : -0.3734769200685542, the : 0.1599567509788442, main : 0.31886196174840487, course : -0.011091552786787234, try : -1.020897126465618, out : 0.3215012191840598, the : 0.1599567509788442, beef : -0.6260786331930498"
413,157,413,"For the main course, try out the Beef Negimaki.",Beef Negimaki,positive,neutral,"for : -0.3734769200685542, the : 0.1599567509788442, main : 0.31886196174840487, course : -0.011091552786787234, try : -1.020897126465618, out : 0.3215012191840598, the : 0.1599567509788442, beef : -0.6260786331930498"
414,158,414,"For lunch, opt for an outstanding, triple-decker roast turkey club or brioche burger with skin-on fries.",lunch,neutral,neutral,"for : -0.3734769200685542, lunch : 0.36102575037524276, opt : -0.08186363027351236, for : -0.3734769200685542, an : 0.1195060310552104, outstanding : -0.8930610039610535, triple : 0.08017674098380802, roast : 0.16694164930677466, turkey : -0.35244627025641884, club : -0.01991035161941101, or : -0.4131856295682637, brioche : 0.04231997677261278, burger : 0.044839744983816356, with : -1.066377583521574, skin : 0.4665010866109983, on : -0.13037870958757733, fries : -0.5558873343083162"
415,158,415,"For lunch, opt for an outstanding, triple-decker roast turkey club or brioche burger with skin-on fries.",triple-decker roast turkey club,positive,neutral,"for : -0.3734769200685542, lunch : 0.36102575037524276, opt : -0.08186363027351236, for : -0.3734769200685542, an : 0.1195060310552104, outstanding : -0.8930610039610535, triple : 0.08017674098380802, roast : 0.16694164930677466, turkey : -0.35244627025641884, club : -0.01991035161941101, or : -0.4131856295682637, brioche : 0.04231997677261278, burger : 0.044839744983816356, with : -1.066377583521574, skin : 0.4665010866109983, on : -0.13037870958757733, fries : -0.5558873343083162"
416,158,416,"For lunch, opt for an outstanding, triple-decker roast turkey club or brioche burger with skin-on fries.",brioche burger,neutral,positive,"for : -0.3734769200685542, lunch : 0.36102575037524276, opt : -0.08186363027351236, for : -0.3734769200685542, an : 0.1195060310552104, outstanding : -0.8930610039610535, triple : 0.08017674098380802, roast : 0.16694164930677466, turkey : -0.35244627025641884, club : -0.01991035161941101, or : -0.4131856295682637, brioche : 0.04231997677261278, burger : 0.044839744983816356, with : -1.066377583521574, skin : 0.4665010866109983, on : -0.13037870958757733, fries : -0.5558873343083162"
417,158,417,"For lunch, opt for an outstanding, triple-decker roast turkey club or brioche burger with skin-on fries.",skin-on fries,neutral,positive,"for : -0.3734769200685542, lunch : 0.36102575037524276, opt : -0.08186363027351236, for : -0.3734769200685542, an : 0.1195060310552104, outstanding : -0.8930610039610535, triple : 0.08017674098380802, roast : 0.16694164930677466, turkey : -0.35244627025641884, club : -0.01991035161941101, or : -0.4131856295682637, brioche : 0.04231997677261278, burger : 0.044839744983816356, with : -1.066377583521574, skin : 0.4665010866109983, on : -0.13037870958757733, fries : -0.5558873343083162"
418,159,418,"I understand the area and folks you need not come here for the romantic, alluring ambiance or the five star service featuring a sommlier and a complicated maze of captain and back waiters - you come for the authentic foods, the tastes, the experiance.",ambiance,positive,positive,"understand : 0.015129083769941237, the : 0.1599567509788442, area : -0.08126265515365393, and : -1.4714550858778395, folks : 0.4287422474271931, you : -0.3419709413939751, need : -0.227700390371419, not : 2.476956248275856, come : -0.09339932561243805, here : -0.034916051763656614, for : -0.3734769200685542, the : 0.1599567509788442, romantic : -0.5410953398029619, ambiance : -0.05951168364266635, or : -0.4131856295682637, the : 0.1599567509788442, five : -0.3734687703376262, star : -0.5292854749358654, service : -0.6849207360502474, featuring : -0.36143144532292454, and : -1.4714550858778395, complicated : 0.29947463070520264, of : -0.6721133239838706, captain : 0.2901407618853794, and : -1.4714550858778395, back : 0.10135861959021845, waiters : -0.5471935133391282, you : -0.3419709413939751, come : -0.09339932561243805, for : -0.3734769200685542, the : 0.1599567509788442, authentic : -0.783603897331735, foods : -0.01875963303663507, the : 0.1599567509788442, tastes : -0.34532398773089945, the : 0.1599567509788442, experiance : -0.007534549937081549"
419,159,419,"I understand the area and folks you need not come here for the romantic, alluring ambiance or the five star service featuring a sommlier and a complicated maze of captain and back waiters - you come for the authentic foods, the tastes, the experiance.",service,positive,positive,"understand : 0.015129083769941237, the : 0.1599567509788442, area : -0.08126265515365393, and : -1.4714550858778395, folks : 0.4287422474271931, you : -0.3419709413939751, need : -0.227700390371419, not : 2.476956248275856, come : -0.09339932561243805, here : -0.034916051763656614, for : -0.3734769200685542, the : 0.1599567509788442, romantic : -0.5410953398029619, ambiance : -0.05951168364266635, or : -0.4131856295682637, the : 0.1599567509788442, five : -0.3734687703376262, star : -0.5292854749358654, service : -0.6849207360502474, featuring : -0.36143144532292454, and : -1.4714550858778395, complicated : 0.29947463070520264, of : -0.6721133239838706, captain : 0.2901407618853794, and : -1.4714550858778395, back : 0.10135861959021845, waiters : -0.5471935133391282, you : -0.3419709413939751, come : -0.09339932561243805, for : -0.3734769200685542, the : 0.1599567509788442, authentic : -0.783603897331735, foods : -0.01875963303663507, the : 0.1599567509788442, tastes : -0.34532398773089945, the : 0.1599567509788442, experiance : -0.007534549937081549"
420,159,420,"I understand the area and folks you need not come here for the romantic, alluring ambiance or the five star service featuring a sommlier and a complicated maze of captain and back waiters - you come for the authentic foods, the tastes, the experiance.",sommlier,neutral,neutral,"understand : 0.015129083769941237, the : 0.1599567509788442, area : -0.08126265515365393, and : -1.4714550858778395, folks : 0.4287422474271931, you : -0.3419709413939751, need : -0.227700390371419, not : 2.476956248275856, come : -0.09339932561243805, here : -0.034916051763656614, for : -0.3734769200685542, the : 0.1599567509788442, romantic : -0.5410953398029619, ambiance : -0.05951168364266635, or : -0.4131856295682637, the : 0.1599567509788442, five : -0.3734687703376262, star : -0.5292854749358654, service : -0.6849207360502474, featuring : -0.36143144532292454, and : -1.4714550858778395, complicated : 0.29947463070520264, of : -0.6721133239838706, captain : 0.2901407618853794, and : -1.4714550858778395, back : 0.10135861959021845, waiters : -0.5471935133391282, you : -0.3419709413939751, come : -0.09339932561243805, for : -0.3734769200685542, the : 0.1599567509788442, authentic : -0.783603897331735, foods : -0.01875963303663507, the : 0.1599567509788442, tastes : -0.34532398773089945, the : 0.1599567509788442, experiance : -0.007534549937081549"
421,159,421,"I understand the area and folks you need not come here for the romantic, alluring ambiance or the five star service featuring a sommlier and a complicated maze of captain and back waiters - you come for the authentic foods, the tastes, the experiance.",captain,positive,neutral,"understand : 0.015129083769941237, the : 0.1599567509788442, area : -0.08126265515365393, and : -1.4714550858778395, folks : 0.4287422474271931, you : -0.3419709413939751, need : -0.227700390371419, not : 2.476956248275856, come : -0.09339932561243805, here : -0.034916051763656614, for : -0.3734769200685542, the : 0.1599567509788442, romantic : -0.5410953398029619, ambiance : -0.05951168364266635, or : -0.4131856295682637, the : 0.1599567509788442, five : -0.3734687703376262, star : -0.5292854749358654, service : -0.6849207360502474, featuring : -0.36143144532292454, and : -1.4714550858778395, complicated : 0.29947463070520264, of : -0.6721133239838706, captain : 0.2901407618853794, and : -1.4714550858778395, back : 0.10135861959021845, waiters : -0.5471935133391282, you : -0.3419709413939751, come : -0.09339932561243805, for : -0.3734769200685542, the : 0.1599567509788442, authentic : -0.783603897331735, foods : -0.01875963303663507, the : 0.1599567509788442, tastes : -0.34532398773089945, the : 0.1599567509788442, experiance : -0.007534549937081549"
422,159,422,"I understand the area and folks you need not come here for the romantic, alluring ambiance or the five star service featuring a sommlier and a complicated maze of captain and back waiters - you come for the authentic foods, the tastes, the experiance.",back waiters,neutral,positive,"understand : 0.015129083769941237, the : 0.1599567509788442, area : -0.08126265515365393, and : -1.4714550858778395, folks : 0.4287422474271931, you : -0.3419709413939751, need : -0.227700390371419, not : 2.476956248275856, come : -0.09339932561243805, here : -0.034916051763656614, for : -0.3734769200685542, the : 0.1599567509788442, romantic : -0.5410953398029619, ambiance : -0.05951168364266635, or : -0.4131856295682637, the : 0.1599567509788442, five : -0.3734687703376262, star : -0.5292854749358654, service : -0.6849207360502474, featuring : -0.36143144532292454, and : -1.4714550858778395, complicated : 0.29947463070520264, of : -0.6721133239838706, captain : 0.2901407618853794, and : -1.4714550858778395, back : 0.10135861959021845, waiters : -0.5471935133391282, you : -0.3419709413939751, come : -0.09339932561243805, for : -0.3734769200685542, the : 0.1599567509788442, authentic : -0.783603897331735, foods : -0.01875963303663507, the : 0.1599567509788442, tastes : -0.34532398773089945, the : 0.1599567509788442, experiance : -0.007534549937081549"
423,159,423,"I understand the area and folks you need not come here for the romantic, alluring ambiance or the five star service featuring a sommlier and a complicated maze of captain and back waiters - you come for the authentic foods, the tastes, the experiance.",foods,positive,positive,"understand : 0.015129083769941237, the : 0.1599567509788442, area : -0.08126265515365393, and : -1.4714550858778395, folks : 0.4287422474271931, you : -0.3419709413939751, need : -0.227700390371419, not : 2.476956248275856, come : -0.09339932561243805, here : -0.034916051763656614, for : -0.3734769200685542, the : 0.1599567509788442, romantic : -0.5410953398029619, ambiance : -0.05951168364266635, or : -0.4131856295682637, the : 0.1599567509788442, five : -0.3734687703376262, star : -0.5292854749358654, service : -0.6849207360502474, featuring : -0.36143144532292454, and : -1.4714550858778395, complicated : 0.29947463070520264, of : -0.6721133239838706, captain : 0.2901407618853794, and : -1.4714550858778395, back : 0.10135861959021845, waiters : -0.5471935133391282, you : -0.3419709413939751, come : -0.09339932561243805, for : -0.3734769200685542, the : 0.1599567509788442, authentic : -0.783603897331735, foods : -0.01875963303663507, the : 0.1599567509788442, tastes : -0.34532398773089945, the : 0.1599567509788442, experiance : -0.007534549937081549"
424,160,424,"The service can be lacking at times, but the desserts and overall experience certainly counter this flaw.",service,negative,negative,"the : 0.1599567509788442, service : -0.6849207360502474, can : -0.37964990567862, be : 0.3984678234144336, lacking : 0.8793736488371197, at : 0.38667932060354876, times : 0.511465566202967, but : 2.041756649529249, the : 0.1599567509788442, desserts : 0.19248726523508278, and : -1.4714550858778395, overall : 0.14699252462890747, experience : 0.1563422116391624, certainly : 0.30804461335848426, counter : 0.4553894052221263, this : 0.3789860937031017, flaw : 0.18239862460920597"
425,160,425,"The service can be lacking at times, but the desserts and overall experience certainly counter this flaw.",desserts,positive,neutral,"the : 0.1599567509788442, service : -0.6849207360502474, can : -0.37964990567862, be : 0.3984678234144336, lacking : 0.8793736488371197, at : 0.38667932060354876, times : 0.511465566202967, but : 2.041756649529249, the : 0.1599567509788442, desserts : 0.19248726523508278, and : -1.4714550858778395, overall : 0.14699252462890747, experience : 0.1563422116391624, certainly : 0.30804461335848426, counter : 0.4553894052221263, this : 0.3789860937031017, flaw : 0.18239862460920597"
426,161,426,"Had a party of 7 people for dinner here on a busy night for the restaurant, and our meal was excellent and served with extreme consistency (all appetizers and main courses were served at the right times, with none of the dishes served at the wrong temperature).",dinner,neutral,neutral,"had : 0.18830730092669362, party : 0.3740429962934769, of : -0.6721133239838706, people : 0.24592846968182022, for : -0.3734769200685542, dinner : 0.06580938608266196, here : -0.034916051763656614, on : -0.13037870958757733, busy : 0.16463969792626487, night : -0.010050715482531029, for : -0.3734769200685542, the : 0.1599567509788442, restaurant : 0.2618742615691801, and : -1.4714550858778395, our : 0.05402355815250684, meal : 0.4892785749222883, was : 0.6756384514067241, excellent : -0.5305111225078755, and : -1.4714550858778395, served : -0.18774716975824113, with : -1.066377583521574, extreme : 0.28313474609653655, consistency : 0.2710945523561788, all : -0.6792124231776974, appetizers : -0.7340123342932203, and : -1.4714550858778395, main : 0.31886196174840487, courses : -0.2432973226505495, were : 1.1689934909553437, served : -0.18774716975824113, at : 0.38667932060354876, the : 0.1599567509788442, right : -1.3617604168109558, times : 0.511465566202967, with : -1.066377583521574, none : 0.3598553555708537, of : -0.6721133239838706, the : 0.1599567509788442, dishes : -0.5436471365138156, served : -0.18774716975824113, at : 0.38667932060354876, the : 0.1599567509788442, wrong : 1.9874617746998262, temperature : 0.09386849082617423"
427,161,427,"Had a party of 7 people for dinner here on a busy night for the restaurant, and our meal was excellent and served with extreme consistency (all appetizers and main courses were served at the right times, with none of the dishes served at the wrong temperature).",meal,positive,neutral,"had : 0.18830730092669362, party : 0.3740429962934769, of : -0.6721133239838706, people : 0.24592846968182022, for : -0.3734769200685542, dinner : 0.06580938608266196, here : -0.034916051763656614, on : -0.13037870958757733, busy : 0.16463969792626487, night : -0.010050715482531029, for : -0.3734769200685542, the : 0.1599567509788442, restaurant : 0.2618742615691801, and : -1.4714550858778395, our : 0.05402355815250684, meal : 0.4892785749222883, was : 0.6756384514067241, excellent : -0.5305111225078755, and : -1.4714550858778395, served : -0.18774716975824113, with : -1.066377583521574, extreme : 0.28313474609653655, consistency : 0.2710945523561788, all : -0.6792124231776974, appetizers : -0.7340123342932203, and : -1.4714550858778395, main : 0.31886196174840487, courses : -0.2432973226505495, were : 1.1689934909553437, served : -0.18774716975824113, at : 0.38667932060354876, the : 0.1599567509788442, right : -1.3617604168109558, times : 0.511465566202967, with : -1.066377583521574, none : 0.3598553555708537, of : -0.6721133239838706, the : 0.1599567509788442, dishes : -0.5436471365138156, served : -0.18774716975824113, at : 0.38667932060354876, the : 0.1599567509788442, wrong : 1.9874617746998262, temperature : 0.09386849082617423"
