Unnamed: 0,name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,torque,seats,prediction,prompt,prompt_name,model_name,error,analysis
290,Honda City 2017-2020 GXi,2008,280000,75000,Petrol,Individual,Manual,First Owner,17.7 kmpl,1497 CC,78 bhp,"12.7@ 2,700(kgm@ rpm)",5.0,250000,"System: Based on the provided attributes of a used car listed below, please predict its selling price in Indian Rupees in the Indian market. The predicted price should be expressed solely as a number followed by the currency ""INR"".
Ensure that the output contains no additional text or characters beyond this specified format.
Attributes:
name: Honda City 2017-2020 GXi,
year: 2008,
km_driven: 75000,
fuel: Petrol,
seller_type: Individual,
transmission: Manual,
owner: First Owner,
mileage: 17.7 kmpl,
engine: 1497 CC,
max_power: 78 bhp,
torque: 12.7@ 2,700(kgm@ rpm),
seats: 5.0

Required Output:
""price"": <predicted price> INR

Please provide the prediction strictly adhering to the above instructions.",zero_shot,gpt-3.5-turbo,correct,Confidence: 90%
291,Tata New Safari DICOR 2.2 VX 4x2,2010,300000,108957,Diesel,Individual,Manual,First Owner,13.93 kmpl,2179 CC,138 bhp,320Nm@ 1700-2700rpm,7.0,350000,"System: Based on the provided attributes of a used car listed below, please predict its selling price in Indian Rupees in the Indian market. The predicted price should be expressed solely as a number followed by the currency ""INR"".
Ensure that the output contains no additional text or characters beyond this specified format.
Attributes:
name: Tata New Safari DICOR 2.2 VX 4x2,
year: 2010,
km_driven: 108957,
fuel: Diesel,
seller_type: Individual,
transmission: Manual,
owner: First Owner,
mileage: 13.93 kmpl,
engine: 2179 CC,
max_power: 138 bhp,
torque: 320Nm@ 1700-2700rpm,
seats: 7.0

Required Output:
""price"": <predicted price> INR

Please provide the prediction strictly adhering to the above instructions.",zero_shot,gpt-3.5-turbo,correct,Confidence: 85%
292,Jeep Compass 1.4 Sport,2019,1520000,10000,Petrol,Individual,Manual,First Owner,16.0 kmpl,1368 CC,160 bhp,250Nm@ 1750-2500rpm,5.0,1500000,"System: Based on the provided attributes of a used car listed below, please predict its selling price in Indian Rupees in the Indian market. The predicted price should be expressed solely as a number followed by the currency ""INR"".
Ensure that the output contains no additional text or characters beyond this specified format.
Attributes:
name: Jeep Compass 1.4 Sport,
year: 2019,
km_driven: 10000,
fuel: Petrol,
seller_type: Individual,
transmission: Manual,
owner: First Owner,
mileage: 16.0 kmpl,
engine: 1368 CC,
max_power: 160 bhp,
torque: 250Nm@ 1750-2500rpm,
seats: 5.0

Required Output:
""price"": <predicted price> INR

Please provide the prediction strictly adhering to the above instructions.",zero_shot,gpt-3.5-turbo,correct,Confidence: 90%
293,Hyundai i10 Sportz 1.1L,2010,200000,70000,Petrol,Individual,Manual,Second Owner,19.81 kmpl,1086 CC,68.05 bhp,99.04Nm@ 4500rpm,5.0,200000,"System: Based on the provided attributes of a used car listed below, please predict its selling price in Indian Rupees in the Indian market. The predicted price should be expressed solely as a number followed by the currency ""INR"".
Ensure that the output contains no additional text or characters beyond this specified format.
Attributes:
name: Hyundai i10 Sportz 1.1L,
year: 2010,
km_driven: 70000,
fuel: Petrol,
seller_type: Individual,
transmission: Manual,
owner: Second Owner,
mileage: 19.81 kmpl,
engine: 1086 CC,
max_power: 68.05 bhp,
torque: 99.04Nm@ 4500rpm,
seats: 5.0

Required Output:
""price"": <predicted price> INR

Please provide the prediction strictly adhering to the above instructions.",zero_shot,gpt-3.5-turbo,correct,Confidence: 90%
294,Hyundai i20 1.4 CRDi Asta,2010,215000,120000,Diesel,Individual,Manual,Third Owner,23.0 kmpl,1396 CC,90 bhp,22.4 kgm at 1750-2750rpm,5.0,250000,"System: Based on the provided attributes of a used car listed below, please predict its selling price in Indian Rupees in the Indian market. The predicted price should be expressed solely as a number followed by the currency ""INR"".
Ensure that the output contains no additional text or characters beyond this specified format.
Attributes:
name: Hyundai i20 1.4 CRDi Asta,
year: 2010,
km_driven: 120000,
fuel: Diesel,
seller_type: Individual,
transmission: Manual,
owner: Third Owner,
mileage: 23.0 kmpl,
engine: 1396 CC,
max_power: 90 bhp,
torque: 22.4 kgm at 1750-2750rpm,
seats: 5.0

Required Output:
""price"": <predicted price> INR

Please provide the prediction strictly adhering to the above instructions.",zero_shot,gpt-3.5-turbo,correct,Confidence: 85%
295,Skoda Rapid 1.6 MPI AT Elegance,2016,645000,11000,Petrol,Dealer,Automatic,First Owner,14.3 kmpl,1598 CC,103.5 bhp,153Nm@ 3800rpm,5.0,750000,"System: Based on the provided attributes of a used car listed below, please predict its selling price in Indian Rupees in the Indian market. The predicted price should be expressed solely as a number followed by the currency ""INR"".
Ensure that the output contains no additional text or characters beyond this specified format.
Attributes:
name: Skoda Rapid 1.6 MPI AT Elegance,
year: 2016,
km_driven: 11000,
fuel: Petrol,
seller_type: Dealer,
transmission: Automatic,
owner: First Owner,
mileage: 14.3 kmpl,
engine: 1598 CC,
max_power: 103.5 bhp,
torque: 153Nm@ 3800rpm,
seats: 5.0

Required Output:
""price"": <predicted price> INR

Please provide the prediction strictly adhering to the above instructions.",zero_shot,gpt-3.5-turbo,correct,Confidence: 90%
296,Hyundai Creta 1.6 SX Option Executive,2018,1405000,15000,Petrol,Individual,Manual,First Owner,15.8 kmpl,1591 CC,121.3 bhp,151Nm@ 4850rpm,5.0,1150000,"System: Based on the provided attributes of a used car listed below, please predict its selling price in Indian Rupees in the Indian market. The predicted price should be expressed solely as a number followed by the currency ""INR"".
Ensure that the output contains no additional text or characters beyond this specified format.
Attributes:
name: Hyundai Creta 1.6 SX Option Executive,
year: 2018,
km_driven: 15000,
fuel: Petrol,
seller_type: Individual,
transmission: Manual,
owner: First Owner,
mileage: 15.8 kmpl,
engine: 1591 CC,
max_power: 121.3 bhp,
torque: 151Nm@ 4850rpm,
seats: 5.0

Required Output:
""price"": <predicted price> INR

Please provide the prediction strictly adhering to the above instructions.",zero_shot,gpt-3.5-turbo,correct,Confidence: 95%
297,Toyota Fortuner 4x2 4 Speed AT,2012,1225000,160000,Diesel,Individual,Automatic,First Owner,11.5 kmpl,2982 CC,169 bhp,343Nm@ 1400-3400rpm,7.0,1250000,"System: Based on the provided attributes of a used car listed below, please predict its selling price in Indian Rupees in the Indian market. The predicted price should be expressed solely as a number followed by the currency ""INR"".
Ensure that the output contains no additional text or characters beyond this specified format.
Attributes:
name: Toyota Fortuner 4x2 4 Speed AT,
year: 2012,
km_driven: 160000,
fuel: Diesel,
seller_type: Individual,
transmission: Automatic,
owner: First Owner,
mileage: 11.5 kmpl,
engine: 2982 CC,
max_power: 169 bhp,
torque: 343Nm@ 1400-3400rpm,
seats: 7.0

Required Output:
""price"": <predicted price> INR

Please provide the prediction strictly adhering to the above instructions.",zero_shot,gpt-3.5-turbo,correct,Confidence: 90%
298,Ford EcoSport 1.5 Diesel Titanium BSIV,2018,950000,80000,Diesel,Individual,Manual,First Owner,23.0 kmpl,1498 CC,98.96 bhp,205Nm@ 1750-3250rpm,5.0,750000,"System: Based on the provided attributes of a used car listed below, please predict its selling price in Indian Rupees in the Indian market. The predicted price should be expressed solely as a number followed by the currency ""INR"".
Ensure that the output contains no additional text or characters beyond this specified format.
Attributes:
name: Ford EcoSport 1.5 Diesel Titanium BSIV,
year: 2018,
km_driven: 80000,
fuel: Diesel,
seller_type: Individual,
transmission: Manual,
owner: First Owner,
mileage: 23.0 kmpl,
engine: 1498 CC,
max_power: 98.96 bhp,
torque: 205Nm@ 1750-3250rpm,
seats: 5.0

Required Output:
""price"": <predicted price> INR

Please provide the prediction strictly adhering to the above instructions.",zero_shot,gpt-3.5-turbo,error,Confidence: 85%
299,Hyundai i20 Asta 1.4 CRDi,2015,550000,40000,Diesel,Individual,Manual,First Owner,22.54 kmpl,1396 CC,88.73 bhp,219.7Nm@ 1500-2750rpm,5.0,550000,"System: Based on the provided attributes of a used car listed below, please predict its selling price in Indian Rupees in the Indian market. The predicted price should be expressed solely as a number followed by the currency ""INR"".
Ensure that the output contains no additional text or characters beyond this specified format.
Attributes:
name: Hyundai i20 Asta 1.4 CRDi,
year: 2015,
km_driven: 40000,
fuel: Diesel,
seller_type: Individual,
transmission: Manual,
owner: First Owner,
mileage: 22.54 kmpl,
engine: 1396 CC,
max_power: 88.73 bhp,
torque: 219.7Nm@ 1500-2750rpm,
seats: 5.0

Required Output:
""price"": <predicted price> INR

Please provide the prediction strictly adhering to the above instructions.",zero_shot,gpt-3.5-turbo,correct,Confidence: 90%
300,Ford Figo Diesel ZXI,2014,320000,120000,Diesel,Individual,Manual,Third Owner,20.0 kmpl,1399 CC,68.05 bhp,160Nm@ 2000rpm,5.0,300000,"System: Based on the provided attributes of a used car listed below, please predict its selling price in Indian Rupees in the Indian market. The predicted price should be expressed solely as a number followed by the currency ""INR"".
Ensure that the output contains no additional text or characters beyond this specified format.
Attributes:
name: Ford Figo Diesel ZXI,
year: 2014,
km_driven: 120000,
fuel: Diesel,
seller_type: Individual,
transmission: Manual,
owner: Third Owner,
mileage: 20.0 kmpl,
engine: 1399 CC,
max_power: 68.05 bhp,
torque: 160Nm@ 2000rpm,
seats: 5.0

Required Output:
""price"": <predicted price> INR

Please provide the prediction strictly adhering to the above instructions.",zero_shot,gpt-3.5-turbo,correct,Confidence: 85%
301,Maruti Alto K10 VXI,2015,300000,24000,Petrol,Individual,Manual,First Owner,23.95 kmpl,998 CC,67.05 bhp,90Nm@ 3500rpm,5.0,250000,"System: Based on the provided attributes of a used car listed below, please predict its selling price in Indian Rupees in the Indian market. The predicted price should be expressed solely as a number followed by the currency ""INR"".
Ensure that the output contains no additional text or characters beyond this specified format.
Attributes:
name: Maruti Alto K10 VXI,
year: 2015,
km_driven: 24000,
fuel: Petrol,
seller_type: Individual,
transmission: Manual,
owner: First Owner,
mileage: 23.95 kmpl,
engine: 998 CC,
max_power: 67.05 bhp,
torque: 90Nm@ 3500rpm,
seats: 5.0

Required Output:
""price"": <predicted price> INR

Please provide the prediction strictly adhering to the above instructions.",zero_shot,gpt-3.5-turbo,correct,Confidence: 90%
302,Hyundai Grand i10 1.2 Kappa Sportz Option,2018,528000,5000,Petrol,Individual,Manual,First Owner,18.9 kmpl,1197 CC,81.86 bhp,113.75nm@ 4000rpm,5.0,550000,"System: Based on the provided attributes of a used car listed below, please predict its selling price in Indian Rupees in the Indian market. The predicted price should be expressed solely as a number followed by the currency ""INR"".
Ensure that the output contains no additional text or characters beyond this specified format.
Attributes:
name: Hyundai Grand i10 1.2 Kappa Sportz Option,
year: 2018,
km_driven: 5000,
fuel: Petrol,
seller_type: Individual,
transmission: Manual,
owner: First Owner,
mileage: 18.9 kmpl,
engine: 1197 CC,
max_power: 81.86 bhp,
torque: 113.75nm@ 4000rpm,
seats: 5.0

Required Output:
""price"": <predicted price> INR

Please provide the prediction strictly adhering to the above instructions.",zero_shot,gpt-3.5-turbo,correct,Confidence: 95%
303,Maruti Alto K10 2010-2014 VXI,2010,160000,100000,Petrol,Individual,Manual,Third Owner,20.92 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5.0,150000,"System: Based on the provided attributes of a used car listed below, please predict its selling price in Indian Rupees in the Indian market. The predicted price should be expressed solely as a number followed by the currency ""INR"".
Ensure that the output contains no additional text or characters beyond this specified format.
Attributes:
name: Maruti Alto K10 2010-2014 VXI,
year: 2010,
km_driven: 100000,
fuel: Petrol,
seller_type: Individual,
transmission: Manual,
owner: Third Owner,
mileage: 20.92 kmpl,
engine: 998 CC,
max_power: 67.1 bhp,
torque: 90Nm@ 3500rpm,
seats: 5.0

Required Output:
""price"": <predicted price> INR

Please provide the prediction strictly adhering to the above instructions.",zero_shot,gpt-3.5-turbo,correct,Confidence: 85%
304,Volvo XC40 D4 Inscription BSIV,2019,3800000,20000,Diesel,Individual,Automatic,First Owner,18.0 kmpl,1969 CC,190 bhp,400Nm,5.0,3000000,"System: Based on the provided attributes of a used car listed below, please predict its selling price in Indian Rupees in the Indian market. The predicted price should be expressed solely as a number followed by the currency ""INR"".
Ensure that the output contains no additional text or characters beyond this specified format.
Attributes:
name: Volvo XC40 D4 Inscription BSIV,
year: 2019,
km_driven: 20000,
fuel: Diesel,
seller_type: Individual,
transmission: Automatic,
owner: First Owner,
mileage: 18.0 kmpl,
engine: 1969 CC,
max_power: 190 bhp,
torque: 400Nm,
seats: 5.0

Required Output:
""price"": <predicted price> INR

Please provide the prediction strictly adhering to the above instructions.",zero_shot,gpt-3.5-turbo,error,Confidence: 90%
305,Hyundai i20 2015-2017 Asta Option 1.4 CRDi,2016,780000,35000,Diesel,Individual,Manual,First Owner,22.54 kmpl,1396 CC,88.73 bhp,219.7Nm@ 1500-2750rpm,5.0,650000,"System: Based on the provided attributes of a used car listed below, please predict its selling price in Indian Rupees in the Indian market. The predicted price should be expressed solely as a number followed by the currency ""INR"".
Ensure that the output contains no additional text or characters beyond this specified format.
Attributes:
name: Hyundai i20 2015-2017 Asta Option 1.4 CRDi,
year: 2016,
km_driven: 35000,
fuel: Diesel,
seller_type: Individual,
transmission: Manual,
owner: First Owner,
mileage: 22.54 kmpl,
engine: 1396 CC,
max_power: 88.73 bhp,
torque: 219.7Nm@ 1500-2750rpm,
seats: 5.0

Required Output:
""price"": <predicted price> INR

Please provide the prediction strictly adhering to the above instructions.",zero_shot,gpt-3.5-turbo,correct,Confidence: 90%
306,Maruti Swift Vdi BSIII,2009,300000,150000,Diesel,Individual,Manual,First Owner,17.8 kmpl,1248 CC,75 bhp,190Nm@ 2000rpm,5.0,250000,"System: Based on the provided attributes of a used car listed below, please predict its selling price in Indian Rupees in the Indian market. The predicted price should be expressed solely as a number followed by the currency ""INR"".
Ensure that the output contains no additional text or characters beyond this specified format.
Attributes:
name: Maruti Swift Vdi BSIII,
year: 2009,
km_driven: 150000,
fuel: Diesel,
seller_type: Individual,
transmission: Manual,
owner: First Owner,
mileage: 17.8 kmpl,
engine: 1248 CC,
max_power: 75 bhp,
torque: 190Nm@ 2000rpm,
seats: 5.0

Required Output:
""price"": <predicted price> INR

Please provide the prediction strictly adhering to the above instructions.",zero_shot,gpt-3.5-turbo,correct,Confidence: 85%
307,Fiat Grande Punto 1.3 Emotion (Diesel),2011,254999,100000,Diesel,Individual,Manual,Third Owner,20.3 kmpl,1248 CC,75 bhp,197Nm@ 1750rpm,5.0,220000,"System: Based on the provided attributes of a used car listed below, please predict its selling price in Indian Rupees in the Indian market. The predicted price should be expressed solely as a number followed by the currency ""INR"".
Ensure that the output contains no additional text or characters beyond this specified format.
Attributes:
name: Fiat Grande Punto 1.3 Emotion (Diesel),
year: 2011,
km_driven: 100000,
fuel: Diesel,
seller_type: Individual,
transmission: Manual,
owner: Third Owner,
mileage: 20.3 kmpl,
engine: 1248 CC,
max_power: 75 bhp,
torque: 197Nm@ 1750rpm,
seats: 5.0

Required Output:
""price"": <predicted price> INR

Please provide the prediction strictly adhering to the above instructions.",zero_shot,gpt-3.5-turbo,correct,Confidence: 90%
308,Tata Indigo CS LX (TDI) BS III,2013,250000,120000,Diesel,Individual,Manual,First Owner,19.09 kmpl,1396 CC,69 bhp,135Nm@ 2500rpm,5.0,250000,"System: Based on the provided attributes of a used car listed below, please predict its selling price in Indian Rupees in the Indian market. The predicted price should be expressed solely as a number followed by the currency ""INR"".
Ensure that the output contains no additional text or characters beyond this specified format.
Attributes:
name: Tata Indigo CS LX (TDI) BS III,
year: 2013,
km_driven: 120000,
fuel: Diesel,
seller_type: Individual,
transmission: Manual,
owner: First Owner,
mileage: 19.09 kmpl,
engine: 1396 CC,
max_power: 69 bhp,
torque: 135Nm@ 2500rpm,
seats: 5.0

Required Output:
""price"": <predicted price> INR

Please provide the prediction strictly adhering to the above instructions.",zero_shot,gpt-3.5-turbo,correct,Confidence: 90%
309,Maruti Zen Estilo VXI BSIV,2010,160000,200000,Petrol,Individual,Manual,First Owner,19.0 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5.0,150000,"System: Based on the provided attributes of a used car listed below, please predict its selling price in Indian Rupees in the Indian market. The predicted price should be expressed solely as a number followed by the currency ""INR"".
Ensure that the output contains no additional text or characters beyond this specified format.
Attributes:
name: Maruti Zen Estilo VXI BSIV,
year: 2010,
km_driven: 200000,
fuel: Petrol,
seller_type: Individual,
transmission: Manual,
owner: First Owner,
mileage: 19.0 kmpl,
engine: 998 CC,
max_power: 67.1 bhp,
torque: 90Nm@ 3500rpm,
seats: 5.0

Required Output:
""price"": <predicted price> INR

Please provide the prediction strictly adhering to the above instructions.",zero_shot,gpt-3.5-turbo,correct,Confidence: 85%
310,Maruti Alto LXi,2011,175000,50000,Petrol,Individual,Manual,First Owner,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm,5.0,150000,"System: Based on the provided attributes of a used car listed below, please predict its selling price in Indian Rupees in the Indian market. The predicted price should be expressed solely as a number followed by the currency ""INR"".
Ensure that the output contains no additional text or characters beyond this specified format.
Attributes:
name: Maruti Alto LXi,
year: 2011,
km_driven: 50000,
fuel: Petrol,
seller_type: Individual,
transmission: Manual,
owner: First Owner,
mileage: 19.7 kmpl,
engine: 796 CC,
max_power: 46.3 bhp,
torque: 62Nm@ 3000rpm,
seats: 5.0

Required Output:
""price"": <predicted price> INR

Please provide the prediction strictly adhering to the above instructions.",zero_shot,gpt-3.5-turbo,correct,Confidence: 90%
311,Hyundai i20 Magna,2009,229999,60000,Petrol,Individual,Manual,Third Owner,18.5 kmpl,1197 CC,80 bhp,"11.4 kgm at 4,000 rpm",5.0,200000,"System: Based on the provided attributes of a used car listed below, please predict its selling price in Indian Rupees in the Indian market. The predicted price should be expressed solely as a number followed by the currency ""INR"".
Ensure that the output contains no additional text or characters beyond this specified format.
Attributes:
name: Hyundai i20 Magna,
year: 2009,
km_driven: 60000,
fuel: Petrol,
seller_type: Individual,
transmission: Manual,
owner: Third Owner,
mileage: 18.5 kmpl,
engine: 1197 CC,
max_power: 80 bhp,
torque: 11.4 kgm at 4,000 rpm,
seats: 5.0

Required Output:
""price"": <predicted price> INR

Please provide the prediction strictly adhering to the above instructions.",zero_shot,gpt-3.5-turbo,correct,Confidence: 85%
312,Maruti Swift Dzire VDi,2011,350000,137500,Diesel,Individual,Manual,Third Owner,19.3 kmpl,1248 CC,73.9 bhp,190Nm@ 2000rpm,5.0,350000,"System: Based on the provided attributes of a used car listed below, please predict its selling price in Indian Rupees in the Indian market. The predicted price should be expressed solely as a number followed by the currency ""INR"".
Ensure that the output contains no additional text or characters beyond this specified format.
Attributes:
name: Maruti Swift Dzire VDi,
year: 2011,
km_driven: 137500,
fuel: Diesel,
seller_type: Individual,
transmission: Manual,
owner: Third Owner,
mileage: 19.3 kmpl,
engine: 1248 CC,
max_power: 73.9 bhp,
torque: 190Nm@ 2000rpm,
seats: 5.0

Required Output:
""price"": <predicted price> INR

Please provide the prediction strictly adhering to the above instructions.",zero_shot,gpt-3.5-turbo,correct,Confidence: 85%
313,Skoda Rapid 1.6 MPI AT Elegance,2016,645000,11000,Petrol,Dealer,Automatic,First Owner,14.3 kmpl,1598 CC,103.5 bhp,153Nm@ 3800rpm,5.0,750000,"System: Based on the provided attributes of a used car listed below, please predict its selling price in Indian Rupees in the Indian market. The predicted price should be expressed solely as a number followed by the currency ""INR"".
Ensure that the output contains no additional text or characters beyond this specified format.
Attributes:
name: Skoda Rapid 1.6 MPI AT Elegance,
year: 2016,
km_driven: 11000,
fuel: Petrol,
seller_type: Dealer,
transmission: Automatic,
owner: First Owner,
mileage: 14.3 kmpl,
engine: 1598 CC,
max_power: 103.5 bhp,
torque: 153Nm@ 3800rpm,
seats: 5.0

Required Output:
""price"": <predicted price> INR

Please provide the prediction strictly adhering to the above instructions.",zero_shot,gpt-3.5-turbo,correct,Confidence: 90%
314,Maruti Ertiga VDI,2012,550000,110000,Diesel,Individual,Manual,Second Owner,20.77 kmpl,1248 CC,88.76 bhp,200Nm@ 1750rpm,7.0,400000,"System: Based on the provided attributes of a used car listed below, please predict its selling price in Indian Rupees in the Indian market. The predicted price should be expressed solely as a number followed by the currency ""INR"".
Ensure that the output contains no additional text or characters beyond this specified format.
Attributes:
name: Maruti Ertiga VDI,
year: 2012,
km_driven: 110000,
fuel: Diesel,
seller_type: Individual,
transmission: Manual,
owner: Second Owner,
mileage: 20.77 kmpl,
engine: 1248 CC,
max_power: 88.76 bhp,
torque: 200Nm@ 1750rpm,
seats: 7.0

Required Output:
""price"": <predicted price> INR

Please provide the prediction strictly adhering to the above instructions.",zero_shot,gpt-3.5-turbo,error,Confidence: 85%
315,Maruti Omni MPI CARGO BSIV,2017,200000,50000,Petrol,Individual,Manual,First Owner,16.8 kmpl,796 CC,34.2 bhp,59Nm@ 2500rpm,5.0,250000,"System: Based on the provided attributes of a used car listed below, please predict its selling price in Indian Rupees in the Indian market. The predicted price should be expressed solely as a number followed by the currency ""INR"".
Ensure that the output contains no additional text or characters beyond this specified format.
Attributes:
name: Maruti Omni MPI CARGO BSIV,
year: 2017,
km_driven: 50000,
fuel: Petrol,
seller_type: Individual,
transmission: Manual,
owner: First Owner,
mileage: 16.8 kmpl,
engine: 796 CC,
max_power: 34.2 bhp,
torque: 59Nm@ 2500rpm,
seats: 5.0

Required Output:
""price"": <predicted price> INR

Please provide the prediction strictly adhering to the above instructions.",zero_shot,gpt-3.5-turbo,error,Confidence: 85%
316,Maruti Swift VXI,2012,369000,56246,Petrol,Dealer,Manual,First Owner,18.6 kmpl,1197 CC,85.8 bhp,114Nm@ 4000rpm,5.0,350000,"System: Based on the provided attributes of a used car listed below, please predict its selling price in Indian Rupees in the Indian market. The predicted price should be expressed solely as a number followed by the currency ""INR"".
Ensure that the output contains no additional text or characters beyond this specified format.
Attributes:
name: Maruti Swift VXI,
year: 2012,
km_driven: 56246,
fuel: Petrol,
seller_type: Dealer,
transmission: Manual,
owner: First Owner,
mileage: 18.6 kmpl,
engine: 1197 CC,
max_power: 85.8 bhp,
torque: 114Nm@ 4000rpm,
seats: 5.0

Required Output:
""price"": <predicted price> INR

Please provide the prediction strictly adhering to the above instructions.",zero_shot,gpt-3.5-turbo,correct,Confidence: 90%
317,Maruti Swift VDI Optional,2016,550000,50000,Diesel,Individual,Manual,First Owner,25.2 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0,500000,"System: Based on the provided attributes of a used car listed below, please predict its selling price in Indian Rupees in the Indian market. The predicted price should be expressed solely as a number followed by the currency ""INR"".
Ensure that the output contains no additional text or characters beyond this specified format.
Attributes:
name: Maruti Swift VDI Optional,
year: 2016,
km_driven: 50000,
fuel: Diesel,
seller_type: Individual,
transmission: Manual,
owner: First Owner,
mileage: 25.2 kmpl,
engine: 1248 CC,
max_power: 74 bhp,
torque: 190Nm@ 2000rpm,
seats: 5.0

Required Output:
""price"": <predicted price> INR

Please provide the prediction strictly adhering to the above instructions.",zero_shot,gpt-3.5-turbo,correct,Confidence: 90%
318,Hyundai Elite i20 Asta Option CVT BSIV,2018,800000,25000,Petrol,Individual,Automatic,First Owner,17.4 kmpl,1197 CC,81.86 bhp,117nm@ 4000rpm,5.0,650000,"System: Based on the provided attributes of a used car listed below, please predict its selling price in Indian Rupees in the Indian market. The predicted price should be expressed solely as a number followed by the currency ""INR"".
Ensure that the output contains no additional text or characters beyond this specified format.
Attributes:
name: Hyundai Elite i20 Asta Option CVT BSIV,
year: 2018,
km_driven: 25000,
fuel: Petrol,
seller_type: Individual,
transmission: Automatic,
owner: First Owner,
mileage: 17.4 kmpl,
engine: 1197 CC,
max_power: 81.86 bhp,
torque: 117nm@ 4000rpm,
seats: 5.0

Required Output:
""price"": <predicted price> INR

Please provide the prediction strictly adhering to the above instructions.",zero_shot,gpt-3.5-turbo,correct,Confidence: 90%
319,Datsun RediGO SV 1.0,2019,325000,1300,Petrol,Individual,Manual,First Owner,22.5 kmpl,999 CC,67 bhp,91Nm@ 4250rpm,5.0,350000,"System: Based on the provided attributes of a used car listed below, please predict its selling price in Indian Rupees in the Indian market. The predicted price should be expressed solely as a number followed by the currency ""INR"".
Ensure that the output contains no additional text or characters beyond this specified format.
Attributes:
name: Datsun RediGO SV 1.0,
year: 2019,
km_driven: 1300,
fuel: Petrol,
seller_type: Individual,
transmission: Manual,
owner: First Owner,
mileage: 22.5 kmpl,
engine: 999 CC,
max_power: 67 bhp,
torque: 91Nm@ 4250rpm,
seats: 5.0

Required Output:
""price"": <predicted price> INR

Please provide the prediction strictly adhering to the above instructions.",zero_shot,gpt-3.5-turbo,correct,Confidence: 90%
320,Ford Endeavour 3.0L 4X2 AT,2012,500000,110000,Diesel,Individual,Automatic,First Owner,11.4 kmpl,2953 CC,153.86 bhp,380Nm@ 2500rpm,7.0,750000,"System: Based on the provided attributes of a used car listed below, please predict its selling price in Indian Rupees in the Indian market. The predicted price should be expressed solely as a number followed by the currency ""INR"".
Ensure that the output contains no additional text or characters beyond this specified format.
Attributes:
name: Ford Endeavour 3.0L 4X2 AT,
year: 2012,
km_driven: 110000,
fuel: Diesel,
seller_type: Individual,
transmission: Automatic,
owner: First Owner,
mileage: 11.4 kmpl,
engine: 2953 CC,
max_power: 153.86 bhp,
torque: 380Nm@ 2500rpm,
seats: 7.0

Required Output:
""price"": <predicted price> INR

Please provide the prediction strictly adhering to the above instructions.",zero_shot,gpt-3.5-turbo,error,Confidence: 85%
321,Mitsubishi Pajero Sport 4X4,2015,1700000,39000,Diesel,Individual,Manual,First Owner,13.5 kmpl,2477 CC,175.56 bhp,400Nm@ 2000-2500rpm,7.0,1250000,"System: Based on the provided attributes of a used car listed below, please predict its selling price in Indian Rupees in the Indian market. The predicted price should be expressed solely as a number followed by the currency ""INR"".
Ensure that the output contains no additional text or characters beyond this specified format.
Attributes:
name: Mitsubishi Pajero Sport 4X4,
year: 2015,
km_driven: 39000,
fuel: Diesel,
seller_type: Individual,
transmission: Manual,
owner: First Owner,
mileage: 13.5 kmpl,
engine: 2477 CC,
max_power: 175.56 bhp,
torque: 400Nm@ 2000-2500rpm,
seats: 7.0

Required Output:
""price"": <predicted price> INR

Please provide the prediction strictly adhering to the above instructions.",zero_shot,gpt-3.5-turbo,error,Confidence: 90%
322,Hyundai Xcent 1.1 CRDi Base,2014,455000,42312,Diesel,Dealer,Manual,First Owner,24.4 kmpl,1120 CC,71 bhp,180.4Nm@ 1750-2500rpm,5.0,350000,"System: Based on the provided attributes of a used car listed below, please predict its selling price in Indian Rupees in the Indian market. The predicted price should be expressed solely as a number followed by the currency ""INR"".
Ensure that the output contains no additional text or characters beyond this specified format.
Attributes:
name: Hyundai Xcent 1.1 CRDi Base,
year: 2014,
km_driven: 42312,
fuel: Diesel,
seller_type: Dealer,
transmission: Manual,
owner: First Owner,
mileage: 24.4 kmpl,
engine: 1120 CC,
max_power: 71 bhp,
torque: 180.4Nm@ 1750-2500rpm,
seats: 5.0

Required Output:
""price"": <predicted price> INR

Please provide the prediction strictly adhering to the above instructions.",zero_shot,gpt-3.5-turbo,error,Confidence: 85%
323,Maruti Celerio VXI MT BSIV,2018,385000,50000,Petrol,Individual,Manual,First Owner,23.1 kmpl,998 CC,67.04 bhp,90Nm@ 3500rpm,5.0,350000,"System: Based on the provided attributes of a used car listed below, please predict its selling price in Indian Rupees in the Indian market. The predicted price should be expressed solely as a number followed by the currency ""INR"".
Ensure that the output contains no additional text or characters beyond this specified format.
Attributes:
name: Maruti Celerio VXI MT BSIV,
year: 2018,
km_driven: 50000,
fuel: Petrol,
seller_type: Individual,
transmission: Manual,
owner: First Owner,
mileage: 23.1 kmpl,
engine: 998 CC,
max_power: 67.04 bhp,
torque: 90Nm@ 3500rpm,
seats: 5.0

Required Output:
""price"": <predicted price> INR

Please provide the prediction strictly adhering to the above instructions.",zero_shot,gpt-3.5-turbo,correct,Confidence: 90%
