text,aspect_terms
The final blow was when the waiter brought us the check before we had even finished dessert--never mind that the only reason we were taking a long time to finish the meal was because of the extreme delay in the service of our food.,"{'from': [28, 84, 166, 211, 226], 'to': [34, 91, 170, 218, 230], 'polarity': ['negative', 'neutral', 'neutral', 'negative', 'neutral'], 'term': ['waiter', 'dessert', 'meal', 'service', 'food']}"
Even the expensive (11-20$) fru-fru drinks lacked flavor and quality ingredients.,"{'from': [36, 50, 69], 'to': [42, 56, 80], 'polarity': ['negative', 'negative', 'neutral'], 'term': ['drinks', 'flavor', 'ingredients']}"
"SKIP THIS PLACE FOR LUNCH, BUT MAKE SURE YOU GET THERE FOR DINNER.","{'from': [20, 59], 'to': [25, 65], 'polarity': ['negative', 'positive'], 'term': ['LUNCH', 'DINNER']}"
the roll was great as usual but the salmon was old the tuna did not look good at all.,"{'from': [4, 55], 'to': [8, 59], 'polarity': ['positive', 'neutral'], 'term': ['roll', 'tuna']}"
"Corner Bistro, despite the hoopla and critical praise, is nothing more than a burger joint with long lines.","{'from': [78, 101], 'to': [84, 106], 'polarity': ['neutral', 'negative'], 'term': ['burger', 'lines']}"
After dinner our waiter takes the bill and the manager tells him to clear our table so that we could leave.,"{'from': [6, 17, 34, 47], 'to': [12, 23, 38, 54], 'polarity': ['neutral', 'negative', 'neutral', 'negative'], 'term': ['dinner', 'waiter', 'bill', 'manager']}"
"We orderes and our food took about 1 hour to get it, after the long wait.","{'from': [19, 68], 'to': [23, 72], 'polarity': ['neutral', 'negative'], 'term': ['food', 'wait']}"
"Went on a 3 day oyster binge, with Fish bringing up the closing, and I am so glad this was the place it O trip ended, because it was so great!","{'from': [35, 95], 'to': [39, 100], 'polarity': ['neutral', 'positive'], 'term': ['Fish', 'place']}"
Where else can you go to get freshly made Italian food at ridiculously low prices?,"{'from': [50, 75], 'to': [54, 81], 'polarity': ['positive', 'negative'], 'term': ['food', 'prices']}"
"The waiters are very kind and helpful, and I regularly get something on the house - coffee, dessert or a drink.","{'from': [4, 84], 'to': [11, 90], 'polarity': ['positive', 'neutral'], 'term': ['waiters', 'coffee']}"
"While the appetizers I sampled (gnocchi; shrimp wrapped in coconut or somesuch) were not so impressive (the gnocchi portion is meager and overpriced), my table was 100% satisfied with their entrees too.","{'from': [10, 154], 'to': [20, 159], 'polarity': ['negative', 'positive'], 'term': ['appetizers', 'table']}"
"The food was good, the service was fine, and the place has a lot of visual atmosphere, but I would not go back unless I was stuck eating with someone I didn't want to listen to.","{'from': [49, 75], 'to': [54, 85], 'polarity': ['neutral', 'positive'], 'term': ['place', 'atmosphere']}"
"Although our waitress was pleasant and accomdating, the overpriced food was quite the opposite.","{'from': [13, 67], 'to': [21, 71], 'polarity': ['positive', 'negative'], 'term': ['waitress', 'food']}"
The hostess did not verify/review the menu prices with us nor did they inform us of the logistics of the brunch.,"{'from': [4, 105], 'to': [11, 111], 'polarity': ['negative', 'neutral'], 'term': ['hostess', 'brunch']}"
"For every simple winner like Newport steak with pistachio salsa verde, there's an overconceived braised lamb with cinnamon, olives and cilantro or a meek salt- and pepper-crusted shrimp with citrus slices.","{'from': [37, 96, 124, 191], 'to': [63, 108, 130, 204], 'polarity': ['neutral', 'positive', 'neutral', 'neutral'], 'term': ['steak with pistachio salsa', 'braised lamb', 'olives', 'citrus slices']}"
The front desk person gave us quite a struggle to find a good seat.,"{'from': [15, 62], 'to': [21, 66], 'polarity': ['negative', 'positive'], 'term': ['person', 'seat']}"
"When I read some of the reviews in this section, I am not sure if they had diner in the same restaurant and also I would not be suprise if they decided to have their Branzino well done with butter on the side.","{'from': [75, 190], 'to': [80, 196], 'polarity': ['neutral', 'positive'], 'term': ['diner', 'butter']}"
"Nothing too special about the location or the atmosphere, but DAMN, the pizza is good.","{'from': [46, 72], 'to': [56, 77], 'polarity': ['negative', 'positive'], 'term': ['atmosphere', 'pizza']}"
"At our table we didn't get any bread until 30 minutes into the seating, which may I emphasize the waiter took really long to come to our table, about 20 minutes.","{'from': [63, 98], 'to': [70, 104], 'polarity': ['neutral', 'negative'], 'term': ['seating', 'waiter']}"
"- , the desserts are sinful, the moroccan hospitality evident in the wait staff's friendliness and there is an overall ambience that makes you want to stay all night!","{'from': [8, 69, 119], 'to': [16, 79, 127], 'polarity': ['positive', 'positive', 'neutral'], 'term': ['desserts', 'wait staff', 'ambience']}"
Enjoy a drink at the bar over fresh shucked oysters.,"{'from': [8, 21, 44], 'to': [13, 24, 51], 'polarity': ['positive', 'neutral', 'positive'], 'term': ['drink', 'bar', 'oysters']}"
"Be warned that this place can get pretty crowded, though the $3 bloody mary's at the bar and the killer DJ make the wait more than bearable.","{'from': [85, 97], 'to': [88, 106], 'polarity': ['neutral', 'negative'], 'term': ['bar', 'killer DJ']}"
I did not like the place because: -it took the waiter over 20 min to take our order and then over an hour until we got our food.,"{'from': [47, 123], 'to': [53, 127], 'polarity': ['negative', 'neutral'], 'term': ['waiter', 'food']}"
"Then the waiter came back for our food order at 10, and we hadn't received our drinks yet.","{'from': [9, 34, 79], 'to': [15, 38, 85], 'polarity': ['negative', 'neutral', 'neutral'], 'term': ['waiter', 'food', 'drinks']}"
The waiter did not take a drink order from us.,"{'from': [4, 26], 'to': [10, 31], 'polarity': ['negative', 'neutral'], 'term': ['waiter', 'drink']}"
OUr waiter was a little confused about how to serve champagne.,"{'from': [4, 52], 'to': [10, 61], 'polarity': ['negative', 'neutral'], 'term': ['waiter', 'champagne']}"
"Although there was a 30 min wait I didn't mind because I was able to sit at the bar and have some drinks while talking to the beautiful, charming hostess there.","{'from': [80, 98, 146], 'to': [83, 104, 153], 'polarity': ['neutral', 'neutral', 'positive'], 'term': ['bar', 'drinks', 'hostess']}"
"Also, be wary of what time of the day you go; around dinnertime, the restaurant becomes a jungle of diners and hustling waitresses.","{'from': [100, 120], 'to': [106, 130], 'polarity': ['neutral', 'negative'], 'term': ['diners', 'waitresses']}"
"the food isn't spectacular, but I have yet to be disappointed in anything I've been served, and there's a definite attempt by the kitchen to keep the menu fresh and interesting.","{'from': [4, 130, 150], 'to': [8, 137, 154], 'polarity': ['negative', 'neutral', 'positive'], 'term': ['food', 'kitchen', 'menu']}"
"All in all this is a place that attracts people of all races, colors and economic status, as I noticed suited clients as well as hippies, or soiled clothed laborers who stop in for a quick good meal or a business lunch or dinner.","{'from': [194, 204, 222], 'to': [198, 218, 228], 'polarity': ['positive', 'neutral', 'neutral'], 'term': ['meal', 'business lunch', 'dinner']}"
"When one purchases a bottle of wine, it's fairly common practice for a server to come by and refill your glass, but not the case here; 2.","{'from': [71, 105], 'to': [77, 110], 'polarity': ['negative', 'neutral'], 'term': ['server', 'glass']}"
"We went here for lunch a couple of weeks ago on a Saturday, and I was thoroughly impressed with the food.","{'from': [17, 100], 'to': [22, 104], 'polarity': ['neutral', 'positive'], 'term': ['lunch', 'food']}"
At the end of your meal they bring a fortune cookie and an orange or pineapple slice.,"{'from': [19, 45, 59], 'to': [23, 51, 84], 'polarity': ['neutral', 'positive', 'neutral'], 'term': ['meal', 'cookie', 'orange or pineapple slice']}"
Our waiter was less then welcoming when taking our drink orders (apparently he doesn't like beer or milkshakes).,"{'from': [4, 51, 92], 'to': [10, 56, 96], 'polarity': ['negative', 'neutral', 'negative'], 'term': ['waiter', 'drink', 'beer']}"
It was absolutely delicious to the point where i went back and asked for a variety plate They were so nice to accomodate me and gave me almost everything on the menu to taste from.,"{'from': [83, 161], 'to': [88, 165], 'polarity': ['positive', 'neutral'], 'term': ['plate', 'menu']}"
"The only downer was the fruit fondue desert from the prie fixe menu wasn't as good as it looked (the chocolate was runny), and the wait between our salad and main course was too long.","{'from': [24, 53, 131], 'to': [36, 67, 135], 'polarity': ['negative', 'neutral', 'negative'], 'term': ['fruit fondue', 'prie fixe menu', 'wait']}"
"Flavors range from standards to hard-to-find Italian options, like tiramisu, hazelnut and zuppa inglese.","{'from': [0, 67], 'to': [7, 75], 'polarity': ['negative', 'neutral'], 'term': ['Flavors', 'tiramisu']}"
"If you're looking for barbeque like Dallas BBQ (soaked in sauce from a bottle, generic, homogeneous food) then you won't like Blue Smoke.","{'from': [100, 131], 'to': [104, 136], 'polarity': ['positive', 'negative'], 'term': ['food', 'Smoke']}"
We would have to flag down the bored looking wait staff to refill our tea.,"{'from': [45, 70], 'to': [55, 73], 'polarity': ['negative', 'neutral'], 'term': ['wait staff', 'tea']}"
I HAVE HAD LOBSTER IN FINISTIST RESTAURANTS IN MANHATTAN AND I NEVER TASTED IT AS GOOD AS RIZZO.,"{'from': [11, 90], 'to': [18, 95], 'polarity': ['neutral', 'positive'], 'term': ['LOBSTER', 'RIZZO']}"
"The food OK (DRY fried chicken, overcooked pork, great mac and cheese) I dont understand the high rating.","{'from': [17, 43, 55], 'to': [30, 47, 69], 'polarity': ['negative', 'negative', 'positive'], 'term': ['fried chicken', 'pork', 'mac and cheese']}"
A collection of stormy sea paintings and two mermaid figureheads hoisting lights above the bar set a lulled maritime mood.,"{'from': [23, 91], 'to': [36, 94], 'polarity': ['positive', 'neutral'], 'term': ['sea paintings', 'bar']}"
"Not just that tapas was small portions (duh) but, for example, $10 piggy-back dates only came with 6 little appetizers.","{'from': [14, 30, 108], 'to': [19, 38, 118], 'polarity': ['neutral', 'negative', 'negative'], 'term': ['tapas', 'portions', 'appetizers']}"
"The california roll was too big and overfilled with imitation crab meat, so it's not the best I had.","{'from': [4, 62], 'to': [19, 71], 'polarity': ['negative', 'neutral'], 'term': ['california roll', 'crab meat']}"
Their delivery of fresh hot pizza.,"{'from': [6, 28], 'to': [14, 33], 'polarity': ['neutral', 'positive'], 'term': ['delivery', 'pizza']}"
Try Le Madeleine for a similar price but much better food.,"{'from': [31, 53], 'to': [36, 57], 'polarity': ['neutral', 'positive'], 'term': ['price', 'food']}"
The food is excellent so long as you like Austrian cuisine.,"{'from': [4, 51], 'to': [8, 58], 'polarity': ['positive', 'neutral'], 'term': ['food', 'cuisine']}"
"It's a place for the owner staff's friends, so if you're not one of them, you're in for a wait.","{'from': [21, 90], 'to': [32, 94], 'polarity': ['negative', 'neutral'], 'term': ['owner staff', 'wait']}"
The ensuing dinner was definitely worth the wait; I'll be dreaming about chef Jodi Williams' extraordinary fried squash blossoms for a long time.,"{'from': [4, 73, 107], 'to': [18, 77, 128], 'polarity': ['positive', 'neutral', 'positive'], 'term': ['ensuing dinner', 'chef', 'fried squash blossoms']}"
"Besides the price, here are some other annoyances: bleaching the floors during the dinner and automatically charging you 20% gratuity on your credit card without your knowledge.","{'from': [12, 83], 'to': [17, 89], 'polarity': ['negative', 'neutral'], 'term': ['price', 'dinner']}"
"All my favorite dim sum, especially the flaky pastry that contains either curry chicken or roast pork.","{'from': [46, 74, 91], 'to': [52, 87, 101], 'polarity': ['positive', 'neutral', 'neutral'], 'term': ['pastry', 'curry chicken', 'roast pork']}"
"the pizza is a no-brainer, and the dinners are drastically underrated.","{'from': [4, 35], 'to': [9, 42], 'polarity': ['negative', 'positive'], 'term': ['pizza', 'dinners']}"
I felt that the meat had little flavor(ribs and chicken) and as result I had to use A ALOT of their bbq sauce (which is good) and the ribs were not falling of the bone.,"{'from': [16, 32, 100], 'to': [20, 38, 109], 'polarity': ['neutral', 'negative', 'positive'], 'term': ['meat', 'flavor', 'bbq sauce']}"
"the hostess really underestimated the wait time for outdoor seating and never apologized, and our waitress was apathetic and unattentive.","{'from': [4, 52, 98], 'to': [11, 67, 106], 'polarity': ['negative', 'neutral', 'negative'], 'term': ['hostess', 'outdoor seating', 'waitress']}"
I have been coming here for several years and know that the staff and bartender would be there with my favorite drinks and dishes I like to eat and drink on any given night.,"{'from': [60, 112, 123], 'to': [65, 118, 129], 'polarity': ['neutral', 'positive', 'positive'], 'term': ['staff', 'drinks', 'dishes']}"
"The music is a little bit louder, but the food is excellent.","{'from': [4, 42], 'to': [9, 46], 'polarity': ['negative', 'positive'], 'term': ['music', 'food']}"
"During the weekend nights, the crowd is full of 20 somethings (in which a few look much younger) and is almost Coyote Ugly style where ladies are dancing all over the bar.","{'from': [123, 167], 'to': [128, 170], 'polarity': ['negative', 'neutral'], 'term': ['style', 'bar']}"
not having a menu was rather strange at first but the food was superb.,"{'from': [13, 54], 'to': [17, 58], 'polarity': ['neutral', 'positive'], 'term': ['menu', 'food']}"
"decent, if greasy, fishsticks, but served on a mound of soggy fries that could feed about 5-6 people!","{'from': [35, 62], 'to': [41, 67], 'polarity': ['neutral', 'negative'], 'term': ['served', 'fries']}"
The waiter returned and said the bartender refused to take my drink back because there was nothing wrong with it and I would have to pay for it.,"{'from': [4, 33, 62], 'to': [10, 42, 67], 'polarity': ['neutral', 'negative', 'neutral'], 'term': ['waiter', 'bartender', 'drink']}"
"The food was certainly fine, although prices were high by any standard, with dinner for four being over $300 without drinks.","{'from': [38, 77, 117], 'to': [44, 83, 123], 'polarity': ['negative', 'neutral', 'neutral'], 'term': ['prices', 'dinner', 'drinks']}"
"Not only did we have to flag the waiter down every time for every course or request, but they spilled our drinks twice all over the table - and once was hot tea.","{'from': [33, 106, 157], 'to': [39, 112, 160], 'polarity': ['negative', 'neutral', 'neutral'], 'term': ['waiter', 'drinks', 'tea']}"
Our waiter didn't know the menu or the ingredients.,"{'from': [4, 27, 39], 'to': [10, 31, 50], 'polarity': ['negative', 'neutral', 'neutral'], 'term': ['waiter', 'menu', 'ingredients']}"
"Service was a tad spotty, but the food was VERY good and the noise never detracted from the dining experience.","{'from': [0, 34, 99], 'to': [7, 38, 109], 'polarity': ['negative', 'positive', 'negative'], 'term': ['Service', 'food', 'experience']}"
) My date and I were greeted by the host and informed there would be a slight wait.,"{'from': [36, 78], 'to': [40, 82], 'polarity': ['positive', 'neutral'], 'term': ['host', 'wait']}"
"The restaurant was recently taken over by new managment and, having eaten there under the prior management, I can say that the quality of the dishes has improved.","{'from': [96, 127], 'to': [106, 134], 'polarity': ['neutral', 'positive'], 'term': ['management', 'quality']}"
"Try the stir fried cube steak, shabu sahbu, or the Oden, or anything else you want to try on the menu.","{'from': [8, 97], 'to': [29, 101], 'polarity': ['positive', 'neutral'], 'term': ['stir fried cube steak', 'menu']}"
"I have a litany of complaints -- being over-charged for wine that I didn't order, shady waiters, so-so food that arrived at the table luke warm, main course portion sizes barely large enough to be appetizer sizes, lack of fabulosity that Mr.","{'from': [56, 88, 103, 128, 145, 197], 'to': [60, 95, 107, 133, 170, 206], 'polarity': ['neutral', 'negative', 'negative', 'neutral', 'negative', 'neutral'], 'term': ['wine', 'waiters', 'food', 'table', 'main course portion sizes', 'appetizer']}"
"If you've been out partying and have a yen for quality Korean food at 3:00am, there's a table waiting for you at Kang Suh Restaurant.","{'from': [55, 88], 'to': [66, 101], 'polarity': ['positive', 'neutral'], 'term': ['Korean food', 'table waiting']}"
"After 10 minutes of waiting, he finally returned to the table and snootily explained to us that the wine he had opened was actually better and more expensive (not yet on the menu, of course), but he would charge us the price of the bottle we had originally ordered.","{'from': [20, 56, 100, 174, 219], 'to': [27, 61, 104, 178, 224], 'polarity': ['neutral', 'neutral', 'negative', 'neutral', 'neutral'], 'term': ['waiting', 'table', 'wine', 'menu', 'price']}"
"sushi portions were bigger than most places and service was average, far better options available in the area.","{'from': [0, 48], 'to': [14, 55], 'polarity': ['positive', 'negative'], 'term': ['sushi portions', 'service']}"
The Food There's no need to slump into a well-known comfort zone of teriyaki and udon.,"{'from': [52, 68], 'to': [59, 76], 'polarity': ['positive', 'neutral'], 'term': ['comfort', 'teriyaki']}"
"The staff didn't even tell us (college kids) about the prix-fixe special, but the pair of older adults sitting next to us took advantage.","{'from': [4, 55], 'to': [9, 72], 'polarity': ['negative', 'neutral'], 'term': ['staff', 'prix-fixe special']}"
The ceviche had way too much onion which masked the flavor of the fish.,"{'from': [4, 29, 52], 'to': [11, 34, 58], 'polarity': ['neutral', 'negative', 'negative'], 'term': ['ceviche', 'onion', 'flavor']}"
"Wonton dough filled with gently steamed and seasoned pork are common but add this amazing soup to the wonton, seal it and serve it steaming hot and the dumpling becomes new again.","{'from': [44, 90, 152], 'to': [57, 94, 160], 'polarity': ['neutral', 'positive', 'positive'], 'term': ['seasoned pork', 'soup', 'dumpling']}"
In Short Take a quick trip to Maine at this classic lobster pound where the outdoor picnic tables are the prime seats in summertime.,"{'from': [52, 76, 112, 121], 'to': [59, 97, 117, 131], 'polarity': ['positive', 'neutral', 'positive', 'neutral'], 'term': ['lobster', 'outdoor picnic tables', 'seats', 'summertime']}"
I have been dining at Narita for 6 years and have thoroughly enjoyed every meal.,"{'from': [12, 75], 'to': [18, 79], 'polarity': ['neutral', 'positive'], 'term': ['dining', 'meal']}"
"The Scene Behind the often-fogged windows at this small restaurant is a homey atmosphere, full of smiling employees and Filipino families crowded around simple red tables.","{'from': [4, 78, 106, 164], 'to': [9, 88, 115, 170], 'polarity': ['neutral', 'positive', 'positive', 'positive'], 'term': ['Scene', 'atmosphere', 'employees', 'tables']}"
The prices were very resonable when you don't factor in the cost of beer (which seemed to be on the high side).,"{'from': [4, 60], 'to': [10, 72], 'polarity': ['positive', 'neutral'], 'term': ['prices', 'cost of beer']}"
"The $5 menu does have smaller portions, and I found the ravioli dish to be not too much better than a can of Chef Boyardee.","{'from': [7, 30, 56], 'to': [11, 38, 68], 'polarity': ['neutral', 'negative', 'negative'], 'term': ['menu', 'portions', 'ravioli dish']}"
"To enhance the dining experience, there is a live jazz band, which further isolates you from the world outside the gates.","{'from': [15, 45], 'to': [21, 59], 'polarity': ['positive', 'neutral'], 'term': ['dining', 'live jazz band']}"
"The tasting menu was delivered at a break-neck pace, leaving no time to enjoy the wine or even digest the food.","{'from': [12, 82, 106, 47], 'to': [16, 86, 110, 51], 'polarity': ['positive', 'positive', 'positive', 'neutral'], 'term': ['menu', 'wine', 'food', 'pace']}"
"Although the tables may be closely situated, the candle-light, food-quality and service overcompensate.","{'from': [13, 49, 63, 80], 'to': [19, 61, 75, 87], 'polarity': ['negative', 'positive', 'positive', 'positive'], 'term': ['tables', 'candle-light', 'food-quality', 'service']}"
"The pasta, chicken and veal dishes are one of the best values in town, almost always served with bread and salad (and pasta for the meat dishes).","{'from': [11, 97, 132], 'to': [34, 112, 143], 'polarity': ['positive', 'neutral', 'neutral'], 'term': ['chicken and veal dishes', 'bread and salad', 'meat dishes']}"
"We first got a table next to a VERY loud speaker and had no view, but the waiter was kind enough to move us when we asked.","{'from': [15, 74], 'to': [20, 80], 'polarity': ['neutral', 'positive'], 'term': ['table', 'waiter']}"
The portions are big so you can split an appetizer.,"{'from': [4, 41], 'to': [12, 50], 'polarity': ['positive', 'neutral'], 'term': ['portions', 'appetizer']}"
"But, quickly all would realize that most items on the menu are grease-laden, and the portions are so big that you'd get tired of the flavors before you finish half a plate.","{'from': [54, 85, 133, 166], 'to': [58, 93, 140, 171], 'polarity': ['neutral', 'positive', 'negative', 'neutral'], 'term': ['menu', 'portions', 'flavors', 'plate']}"
We had the 5 course tasting menu and had the waiter select a perfect bottle of wine to go with our selections.,"{'from': [45, 69], 'to': [51, 83], 'polarity': ['neutral', 'positive'], 'term': ['waiter', 'bottle of wine']}"
"The daily fresh fish can be remarkably good, served in a variety of combinations, ranging up to the omakase chef's choice dinner.","{'from': [4, 108], 'to': [20, 112], 'polarity': ['positive', 'neutral'], 'term': ['daily fresh fish', 'chef']}"
I arrived with one other person at ~8:30 on a Wed night -- the hostess was very kind and showed me the reservation computer which showed that they were completely booked.,"{'from': [63, 103], 'to': [70, 114], 'polarity': ['positive', 'neutral'], 'term': ['hostess', 'reservation']}"
Meals not served at once and service was inattentive and forgetful.,"{'from': [0, 10, 29], 'to': [5, 16, 36], 'polarity': ['neutral', 'negative', 'negative'], 'term': ['Meals', 'served', 'service']}"
"My friends and I made plans to go out on Friday for some good latin food and decide to go to Yuca Bar since we've been there for brunch and we love it, we figured dinner has to be good.","{'from': [62, 129, 163], 'to': [72, 135, 169], 'polarity': ['positive', 'positive', 'neutral'], 'term': ['latin food', 'brunch', 'dinner']}"
"Yet, it still took over an hour for us to get our food, which was alright; my nephew said his tortellini tasted like Costco, they even forgot to bring my beverage.","{'from': [50, 154], 'to': [54, 162], 'polarity': ['negative', 'neutral'], 'term': ['food', 'beverage']}"
Fish and tomato sauce both have great flavors and the dishes are under $20.,"{'from': [0, 38, 54], 'to': [21, 45, 60], 'polarity': ['neutral', 'positive', 'positive'], 'term': ['Fish and tomato sauce', 'flavors', 'dishes']}"
"They have recently fired their staff and brought in new people who dont even know how to serve a beer, I might add you are on average paying $6.","{'from': [31, 97], 'to': [36, 101], 'polarity': ['negative', 'neutral'], 'term': ['staff', 'beer']}"
"It was well past 8 pm when they finally got us the check, and we asked for free rounds of champagne to compensate for the poor service (since the wine dinner had started, and were denied.","{'from': [90, 127, 146], 'to': [99, 134, 157], 'polarity': ['neutral', 'negative', 'neutral'], 'term': ['champagne', 'service', 'wine dinner']}"
"Inside as we waited momentarily for our table, the bartender made light conversation as he made our drinks.","{'from': [40, 51, 100], 'to': [45, 60, 106], 'polarity': ['neutral', 'positive', 'neutral'], 'term': ['table', 'bartender', 'drinks']}"
"Don't know about the rest of the food, but the burgers are one of New York's hidden treats.","{'from': [47, 84], 'to': [54, 90], 'polarity': ['positive', 'neutral'], 'term': ['burgers', 'treats']}"
"we told our waiter to make five selections for each of us, and he decided instead to charge us for each glass separately instead ($80 instead of $20).","{'from': [12, 104], 'to': [18, 120], 'polarity': ['negative', 'neutral'], 'term': ['waiter', 'glass separately']}"
"A friendly staff works the room, delivering favorites like crisp, crackling spring rolls and shredded pork rolls wrapped in rice paper.","{'from': [11, 27, 76, 102, 124], 'to': [16, 31, 88, 112, 134], 'polarity': ['positive', 'neutral', 'positive', 'positive', 'neutral'], 'term': ['staff', 'room', 'spring rolls', 'pork rolls', 'rice paper']}"
"The place is a little over-priced for brunch but it is a nice restaurant so that was expected Food (i had the omelette with cheddar, mushrooms and herbs), service, coffee, atmosphere were all fantastic.","{'from': [4, 38, 124, 133, 147, 155, 164, 172], 'to': [9, 44, 131, 142, 152, 162, 170, 182], 'polarity': ['negative', 'neutral', 'neutral', 'neutral', 'neutral', 'positive', 'positive', 'positive'], 'term': ['place', 'brunch', 'cheddar', 'mushrooms', 'herbs', 'service', 'coffee', 'atmosphere']}"
"The only other negative, we found the waiter to be slightly pompous, and when I asked him some very basic wine questions, he was lost.","{'from': [38, 106], 'to': [44, 110], 'polarity': ['negative', 'neutral'], 'term': ['waiter', 'wine']}"
"Not only did the food take an eternity to come out; but the waiter never checked in, explained the delay for the food, or refreshed our drinks.","{'from': [60, 136], 'to': [66, 142], 'polarity': ['negative', 'neutral'], 'term': ['waiter', 'drinks']}"
"My experience at the The Pearl Room was like no other place in Bay Ridge, you walk into a dimly lit atomsphere and a well dressed crowd.","{'from': [25, 130], 'to': [35, 135], 'polarity': ['neutral', 'positive'], 'term': ['Pearl Room', 'crowd']}"
"The food's ok here, but AVOID this place for brunch, dinner or any other time!","{'from': [4, 45, 53], 'to': [8, 51, 59], 'polarity': ['positive', 'neutral', 'neutral'], 'term': ['food', 'brunch', 'dinner']}"
For dessert go with the flan as the chocolate cake was not too moist.,"{'from': [4, 32], 'to': [11, 50], 'polarity': ['neutral', 'negative'], 'term': ['dessert', 'the chocolate cake']}"
"Unfortunately, service was slow and when our server noticed we had not received our entree he comp'ed us two delightful margaritas - AND charged us only for appetizers , thereby cutting our bill in half.","{'from': [15, 45, 190], 'to': [22, 51, 194], 'polarity': ['negative', 'negative', 'neutral'], 'term': ['service', 'server', 'bill']}"
The owner promised my party a table and bottle service and took care of it immediately as we all arrived.,"{'from': [4, 30], 'to': [9, 35], 'polarity': ['positive', 'neutral'], 'term': ['owner', 'table']}"
You wanna wait a hour for a cramped table to eat mom's macaroni and cheese?,"{'from': [10, 36, 68], 'to': [14, 41, 74], 'polarity': ['neutral', 'negative', 'neutral'], 'term': ['wait', 'table', 'cheese']}"
"The Food When the counter guy asks, Would you like better fries with that?","{'from': [4, 18, 58], 'to': [8, 25, 63], 'polarity': ['neutral', 'neutral', 'positive'], 'term': ['Food', 'counter', 'fries']}"
"Please, please don't waste your money (85 cents for a slice of tomato on your overpriced sandwich.","{'from': [54, 89], 'to': [69, 97], 'polarity': ['neutral', 'negative'], 'term': ['slice of tomato', 'sandwich']}"
"I went there for lunch a couple of times but whenever I went there (even though we pinpointed our order on menu), waitress messed up our order and they never said sorry.","{'from': [17, 107, 114], 'to': [22, 111, 122], 'polarity': ['neutral', 'neutral', 'negative'], 'term': ['lunch', 'menu', 'waitress']}"
"What made our visit extra special was that we didn't have room for dessert at the end of our meal (the pasta was so amazing we just kept eating), our waiter suggested we come back after our show, which we did.","{'from': [67, 103, 150], 'to': [74, 108, 156], 'polarity': ['neutral', 'positive', 'positive'], 'term': ['dessert', 'pasta', 'waiter']}"
"the place had open doors and windows and a very relaxed, candle-lit type of atmosphere.","{'from': [4, 14, 76], 'to': [9, 24, 86], 'polarity': ['positive', 'neutral', 'positive'], 'term': ['place', 'open doors', 'atmosphere']}"
"Two minutes later, the waitress said we NEED the table, you can not have the appetizer that you ordered.","{'from': [23, 77], 'to': [31, 86], 'polarity': ['negative', 'neutral'], 'term': ['waitress', 'appetizer']}"
"Grabbed a lunch here on a weekday and it was reasonably priced, well-portioned and generally well-prepared.","{'from': [10, 56], 'to': [15, 62], 'polarity': ['neutral', 'positive'], 'term': ['lunch', 'priced']}"
"Fortunately, unlike many Mexican joints, the abundance of cheese never tastes greasy, and portions are filling but not overwhelming.","{'from': [25, 45, 90], 'to': [32, 64, 98], 'polarity': ['neutral', 'negative', 'negative'], 'term': ['Mexican', 'abundance of cheese', 'portions']}"
"Thought I didn't have reservations, the hostess politely informed me that it would be a 45 minute wait and we were actually seated in 40.","{'from': [22, 40], 'to': [34, 47], 'polarity': ['neutral', 'positive'], 'term': ['reservations', 'hostess']}"
The waiter never once came back to our table to ask how our meal was OR if we needed another drink.,"{'from': [4, 60], 'to': [10, 64], 'polarity': ['negative', 'neutral'], 'term': ['waiter', 'meal']}"
Their desserts were limited - I mean REALLY limited to 2 items (nothing like the online menu).,"{'from': [6, 88], 'to': [14, 92], 'polarity': ['negative', 'neutral'], 'term': ['desserts', 'menu']}"
"I haven't eat a lamb chop as delicious as that,the salads are really nice dressed with lemon and extra virgnin olive oil.","{'from': [16, 51, 87, 97], 'to': [25, 57, 92, 120], 'polarity': ['positive', 'positive', 'neutral', 'neutral'], 'term': ['lamb chop', 'salads', 'lemon', 'extra virgnin olive oil']}"
"The food and our server(s) were very very excellent, prices were very good, but she's just left a horrible taste in our mouth both times.","{'from': [4, 17, 53, 107], 'to': [8, 23, 59, 112], 'polarity': ['positive', 'positive', 'positive', 'negative'], 'term': ['food', 'server', 'prices', 'taste']}"
"My one recommendation is try not to geta seat by the door, there is a large brass bell that people like to whale on when they leave the place.","{'from': [41, 53], 'to': [45, 57], 'polarity': ['negative', 'neutral'], 'term': ['seat', 'door']}"
"Although all of the menu items and specials always sound tantalizing, we often end up ordering the pastaless eggplant lasagna and the gnocchi souffle.","{'from': [20, 35, 99, 134], 'to': [30, 43, 125, 149], 'polarity': ['positive', 'positive', 'neutral', 'neutral'], 'term': ['menu items', 'specials', 'pastaless eggplant lasagna', 'gnocchi souffle']}"
the service was very slow and his knowledge of the menu wasnt that good.,"{'from': [4, 51], 'to': [11, 55], 'polarity': ['negative', 'neutral'], 'term': ['service', 'menu']}"
"Unfortunately, that lunch can take a loooooong time as the waiters seem to forget food orders, forget drink orders, and forget to refill water glasses.","{'from': [20, 59, 137], 'to': [25, 66, 150], 'polarity': ['neutral', 'negative', 'neutral'], 'term': ['lunch', 'waiters', 'water glasses']}"
